positionId,positionName,companyFullName,companySize,industryField,financeStage,createTime,city,salary,workYear,jobNature,education
6958399,Python研发工程师,南京厚建云计算有限公司广州分公司,50-150人,移动互联网 企业服务,不需要融资,2020-04-07 18:28:04,广州,9k-18k,1-3年,全职,本科
6884629,Python,杭州知衣科技有限公司,50-150人,移动互联网 电商,A轮,2020-04-07 18:27:42,杭州,20k-35k,1-3年,全职,本科
5816066,Python开发实习生,北京下厨房科技有限公司,150-500人,移动互联网,B轮,2020-04-07 18:27:11,北京,6k-7k,应届毕业生,实习,本科
6967668,python开发,深圳市法本信息技术股份有限公司,2000人以上,企业服务 软件开发,上市公司,2020-04-07 18:26:49,深圳,16k-19k,5-10年,全职,本科
6971784,Python后端开发工程师 (MJ006889),北京搜狐新媒体信息技术有限公司,2000人以上,移动互联网 广告营销,上市公司,2020-04-07 18:26:25,北京,15k-30k,3-5年,全职,本科
6791320,软件工程师（Python/PHP/Java）,智线云科技（北京）有限公司,50-150人,移动互联网 数据服务,A轮,2020-04-07 18:26:18,北京,11k-20k,1-3年,全职,本科
6540902,全栈开发工程师（Python方向）,北京旷视科技有限公司,500-2000人,人工智能,D轮及以上,2020-04-07 18:26:05,北京,20k-40k,3-5年,全职,本科
1892699,Python（极验验证）,武汉极意网络科技有限公司,50-150人,信息安全 数据服务,B轮,2020-04-07 18:20:52,武汉,9k-18k,3-5年,全职,不限
6797001,Python爬虫开发工程师,深圳市光逸科技创新有限公司,50-150人,电商,不需要融资,2020-04-07 18:29:45,深圳,18k-23k,3-5年,全职,本科
6660758,Python开发,南京厚建云计算有限公司广州分公司,50-150人,移动互联网 企业服务,不需要融资,2020-04-07 18:28:04,广州,10k-20k,3-5年,全职,本科
6958844,python爬虫,杭州知衣科技有限公司,50-150人,移动互联网 电商,A轮,2020-04-07 18:27:41,杭州,15k-23k,3-5年,全职,本科
4526972,Python开发工程师,北京下厨房科技有限公司,150-500人,移动互联网,B轮,2020-04-07 18:27:10,北京,10k-20k,不限,全职,本科
6791340,高级Python开发工程师/爬虫/spider,智线云科技（北京）有限公司,50-150人,移动互联网 数据服务,A轮,2020-04-07 18:26:17,北京,15k-25k,3-5年,全职,本科
6945275,Python开发,深圳市法本信息技术股份有限公司,2000人以上,企业服务 软件开发,上市公司,2020-04-07 18:25:26,深圳,7k-10k,1-3年,全职,本科
6326819,PYTHON开发工程师BJ,上海茗日智能科技有限公司,15-50人,企业服务,A轮,2020-04-07 18:20:43,北京,12k-23k,1-3年,全职,本科
5808068,高级Python研发工程师,北京逍遥志科技有限公司,15-50人,移动互联网 金融,A轮,2020-04-07 18:16:22,北京,25k-50k,5-10年,全职,本科
6937657,高级Python工程师,北京乐信圣文科技有限责任公司,150-500人,移动互联网,不需要融资,2020-04-07 18:15:25,北京,20k-30k,3-5年,全职,本科
6360415,python后端开发工程师,成都萌想科技有限责任公司,150-500人,企业服务,B轮,2020-04-07 18:13:19,成都,10k-18k,3-5年,全职,本科
5829565,OpenStack工程师(Python),创世云（厦门）信息科技有限公司,50-150人,移动互联网 企业服务,未融资,2020-04-07 18:12:13,厦门,15k-30k,3-5年,全职,本科
6847043,python,浙江数秦科技有限公司,150-500人,移动互联网 信息安全,A轮,2020-04-07 18:10:37,杭州,17k-30k,5-10年,全职,本科
6593274,python工程师,一点网聚科技有限公司,500-2000人,文娱丨内容,D轮及以上,2020-04-07 18:08:08,北京,15k-30k,应届毕业生,全职,本科
6961289,python开发工程师,成都无糖信息技术有限公司,50-150人,信息安全 数据服务,A轮,2020-04-07 18:07:25,成都,9k-14k,1-3年,全职,本科
4572265,Python开发工程师,智言科技(深圳)有限公司,50-150人,数据服务 其他,B轮,2020-04-07 18:06:31,深圳,10k-20k,3-5年,全职,本科
6326934,PYTHON开发工程师 SH,上海茗日智能科技有限公司,15-50人,企业服务,A轮,2020-04-07 18:20:43,上海,15k-30k,1-3年,全职,本科
5817144,Python研发工程师,北京逍遥志科技有限公司,15-50人,移动互联网 金融,A轮,2020-04-07 18:16:21,北京,15k-25k,3-5年,全职,本科
6908212,Python工程师（BI）,北京乐信圣文科技有限责任公司,150-500人,移动互联网,不需要融资,2020-04-07 18:15:25,北京,15k-30k,1-3年,全职,本科
6789626,高级python开发工程师,成都萌想科技有限责任公司,150-500人,企业服务,B轮,2020-04-07 18:13:18,成都,15k-25k,5-10年,全职,本科
6700862,python工程师,一点网聚科技有限公司,500-2000人,文娱丨内容,D轮及以上,2020-04-07 18:08:03,北京,15k-25k,应届毕业生,全职,硕士
5714091,Python开发工程师,成都无糖信息技术有限公司,50-150人,信息安全 数据服务,A轮,2020-04-07 18:07:06,成都,7k-12k,3-5年,全职,不限
6224979,Python工程师(大数据方向）,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 18:06:24,上海,25k-40k,3-5年,全职,本科
3547198,Android研发(往python后端培养),武汉小果科技有限公司,50-150人,移动互联网 企业服务,天使轮,2020-04-07 18:06:22,武汉,8k-14k,不限,全职,本科
6527802,python开发,时趣互动（北京）科技有限公司,500-2000人,移动互联网,D轮及以上,2020-04-07 18:05:34,北京,10k-20k,3-5年,全职,不限
6936145,python,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,2020-04-07 18:04:45,杭州,13k-25k,3-5年,全职,本科
4147727,Python开发工程师,行云智能（深圳）技术有限公司,15-50人,移动互联网 硬件,天使轮,2020-04-07 18:03:52,深圳,10k-20k,1-3年,全职,本科
6836674,Python开发工程师,普元信息技术股份有限公司,500-2000人,企业服务 数据服务,不需要融资,2020-04-07 18:02:50,上海,12k-18k,3-5年,全职,本科
6656807,Python开发工程师,上海灏程信息科技有限公司,15-50人,体育 软件开发,不需要融资,2020-04-07 18:00:56,上海,15k-30k,5-10年,全职,大专
5523086,Python 工程师（产品研发）,深圳市一面网络技术有限公司,50-150人,移动互联网 数据服务,A轮,2020-04-07 18:00:42,深圳,10k-20k,1-3年,全职,本科
3488677,Python后台开发工程师,深圳小步网络科技有限公司,150-500人,移动互联网,B轮,2020-04-07 18:00:42,深圳,15k-30k,3-5年,全职,本科
4768763,Python开发工程师,武汉小果科技有限公司,50-150人,移动互联网 企业服务,天使轮,2020-04-07 18:06:22,武汉,9k-15k,1-3年,全职,本科
6942796,python自动化测试,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,2020-04-07 18:04:44,杭州,12k-22k,3-5年,全职,本科
5523050,Python 工程师（数据平台方向）,深圳市一面网络技术有限公司,50-150人,移动互联网 数据服务,A轮,2020-04-07 18:00:42,深圳,10k-20k,1-3年,全职,本科
6750990,Python后端工程师,上海海钻网络科技有限公司,少于15人,金融,天使轮,2020-04-07 18:00:37,上海,20k-35k,3-5年,全职,本科
6164923,python开发工程师,北京缔联科技有限公司,50-150人,企业服务,B轮,2020-04-07 18:00:24,北京,15k-20k,3-5年,全职,本科
6709836,Python开发工程师,河南八六三软件股份有限公司,500-2000人,移动互联网,未融资,2020-04-07 17:59:05,上海,8k-12k,3-5年,全职,大专
6098993,Python开发工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:58:53,上海,25k-40k,3-5年,全职,本科
6785833,python开发工程师,深圳道乐科技有限公司,150-500人,移动互联网 金融,未融资,2020-04-07 17:58:14,广州,7k-10k,1-3年,全职,本科
6841353,后端工程师（Python）,北京闪银奇异科技有限公司,500-2000人,移动互联网 金融,D轮及以上,2020-04-07 17:57:35,北京,15k-30k,3-5年,全职,本科
6818159,python开发工程师(J10421),上海驻云信息科技有限公司,150-500人,移动互联网 企业服务,C轮,2020-04-07 17:57:13,上海,12k-18k,3-5年,全职,本科
6278125,Python实习,深圳市有鱼智能科技有限公司,150-500人,移动互联网 金融,上市公司,2020-04-07 17:56:51,北京,4k-7k,应届毕业生,实习,硕士
6844607,python开发工程师,腾讯科技（深圳）有限公司,2000人以上,社交,上市公司,2020-04-07 17:54:49,深圳,20k-40k,3-5年,全职,本科
6958592,Python 开发工程师,深圳永安在线科技有限公司,50-150人,信息安全,A轮,2020-04-07 17:54:37,深圳,10k-18k,1-3年,全职,本科
6987917,python爬虫工程师,深圳脸谱电子商务有限公司,15-50人,移动互联网 广告营销,未融资,2020-04-07 17:54:11,深圳,15k-25k,3-5年,全职,不限
6445868,python开发工程师,上海微创软件股份有限公司,2000人以上,企业服务 移动互联网,不需要融资,2020-04-07 17:54:01,北京,12k-14k,1-3年,全职,本科
6435258,python开发,北京缔联科技有限公司,50-150人,企业服务,B轮,2020-04-07 18:00:23,北京,15k-20k,3-5年,全职,本科
6792069,Python开发工程师,北京闪银奇异科技有限公司,500-2000人,移动互联网 金融,D轮及以上,2020-04-07 17:57:35,北京,20k-35k,3-5年,全职,本科
6054434,资深Python研发工程师-广告系统,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:57:02,上海,20k-35k,3-5年,全职,本科
6827518,Python后端开发工程师,深圳市有鱼智能科技有限公司,150-500人,移动互联网 金融,上市公司,2020-04-07 17:56:50,北京,15k-25k,1-3年,全职,本科
6409609,python高级开发工程师,腾讯科技（深圳）有限公司,2000人以上,社交,上市公司,2020-04-07 17:54:45,深圳,25k-50k,5-10年,全职,本科
1044917,Python高级开发工程师,上海易路软件有限公司,150-500人,移动互联网 企业服务,C轮,2020-04-07 17:53:35,上海,18k-28k,3-5年,全职,本科
6773731,Python开发（西城区）,广州德惟科技有限公司,150-500人,金融 移动互联网,不需要融资,2020-04-07 17:52:26,北京,9k-16k,1-3年,全职,大专
6910167,高级Python开发工程师 (MJ000398),北京墨迹风云科技股份有限公司,150-500人,工具,不需要融资,2020-04-07 17:51:09,北京,25k-35k,3-5年,全职,本科
6657015,Python/PHP后端程序员,上海萌果信息科技有限公司,50-150人,移动互联网 游戏,未融资,2020-04-07 17:50:56,上海,10k-15k,1年以下,全职,本科
6902634,python工程师,成都链安科技有限公司,50-150人,移动互联网 信息安全,A轮,2020-04-07 17:50:50,成都,15k-30k,3-5年,全职,本科
6876841,python后端,杭州博彦信息技术有限公司,2000人以上,移动互联网 电商,上市公司,2020-04-07 17:50:17,杭州,11k-17k,3-5年,全职,不限
4708616,python开发工程师,颐月信息技术（北京）有限公司,50-150人,金融 数据服务,A轮,2020-04-07 17:50:07,北京,20k-30k,3-5年,全职,本科
6617605,资深数据中台研发工程师(Python方向),杭州大搜车汽车服务有限公司,2000人以上,汽车丨出行,D轮及以上,2020-04-07 17:49:58,杭州,15k-25k,3-5年,全职,本科
6743777,Python 开发工程师,上海骞云信息科技有限公司,50-150人,企业服务 数据服务,B轮,2020-04-07 17:48:54,上海,10k-18k,1-3年,全职,本科
6643067,Python高级（SG0303）,长沙蜜獾信息科技有限公司,150-500人,移动互联网,不需要融资,2020-04-07 17:48:17,长沙,10k-15k,3-5年,全职,本科
4874171,Python中级开发工程师,上海易路软件有限公司,150-500人,移动互联网 企业服务,C轮,2020-04-07 17:53:35,上海,12k-18k,1-3年,全职,本科
4106284,Python研发工程师（数据平台）,杭州大搜车汽车服务有限公司,2000人以上,汽车丨出行,D轮及以上,2020-04-07 17:49:39,杭州,9k-15k,1-3年,全职,本科
6803550,高级Python开发工程师,上海骞云信息科技有限公司,50-150人,企业服务 数据服务,B轮,2020-04-07 17:48:52,上海,15k-30k,3-5年,全职,本科
5961800,Python架构师(SG0304),长沙蜜獾信息科技有限公司,150-500人,移动互联网,不需要融资,2020-04-07 17:48:15,长沙,15k-25k,5-10年,全职,本科
6907997,python后端,九章算法（杭州）科技有限公司,15-50人,移动互联网 教育,A轮,2020-04-07 17:47:08,杭州,10k-15k,1-3年,全职,本科
6680223,中级python开发,互道信息技术（上海）有限公司,50-150人,移动互联网 电商,B轮,2020-04-07 17:46:31,上海,15k-25k,3-5年,全职,本科
6936396,Python工程师,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,2020-04-07 17:46:20,杭州,10k-15k,3-5年,全职,本科
6882448,Python开发工程师（爬虫）,深圳市和讯华谷信息技术有限公司,500-2000人,企业服务,上市公司,2020-04-07 17:45:29,深圳,12k-20k,3-5年,全职,本科
6707116,python开发,北京博乐科技有限公司,150-500人,移动互联网,不需要融资,2020-04-07 17:45:28,北京,15k-30k,不限,全职,本科
6352170,python开发工程师,北京极睿科技有限责任公司,15-50人,移动互联网 数据服务,A轮,2020-04-07 17:45:08,北京,20k-40k,3-5年,全职,本科
2748374,Python后端工程师,云势天下（北京）软件有限公司,150-500人,企业服务,B轮,2020-04-07 17:44:58,北京,18k-25k,3-5年,全职,本科
6989332,python课程研究员,北京传智播客教育科技有限公司,500-2000人,教育,C轮,2020-04-07 17:43:39,北京,30k-50k,5-10年,全职,本科
6946604,Python开发工程师（兼职）,广州微宽信息技术有限公司,15-50人,移动互联网 金融,不需要融资,2020-04-07 17:43:36,广州,2k-3k,应届毕业生,兼职,本科
6013118,Python开发工程师,上海微创软件股份有限公司,2000人以上,企业服务 移动互联网,不需要融资,2020-04-07 17:40:37,北京,10k-15k,1-3年,全职,本科
6744272,python开发工程师,深圳市铱硙医疗科技有限公司,15-50人,医疗丨健康 数据服务,A轮,2020-04-07 17:40:06,深圳,10k-15k,1-3年,全职,本科
6682863,中级python开发,互道信息技术（上海）有限公司,50-150人,移动互联网 电商,B轮,2020-04-07 17:46:31,上海,15k-25k,3-5年,全职,大专
6907843,python开发,易宝软件科技（南京）有限公司,150-500人,移动互联网,上市公司,2020-04-07 17:46:20,东莞,6k-12k,1-3年,全职,本科
6840501,Python开发工程师,云势天下（北京）软件有限公司,150-500人,企业服务,B轮,2020-04-07 17:44:55,大连,10k-15k,3-5年,全职,大专
6789857,Python工程师,广州微宽信息技术有限公司,15-50人,移动互联网 金融,不需要融资,2020-04-07 17:43:36,广州,10k-15k,1-3年,全职,大专
6972671,python web 课程研究员,北京传智播客教育科技有限公司,500-2000人,教育,C轮,2020-04-07 17:42:33,北京,25k-50k,5-10年,全职,本科
6814780,高级python研发工程师,北京云杉智达科技有限公司,15-50人,移动互联网 企业服务,不需要融资,2020-04-07 17:39:01,北京,20k-35k,3-5年,全职,本科
6959123,Python开发工程师 (MJ000092),北京厨芯科技有限公司,150-500人,移动互联网 消费生活,A轮,2020-04-07 17:38:29,北京,14k-28k,不限,全职,本科
6497997,python开发,上海走走信息科技有限公司,15-50人,电商 消费生活,不需要融资,2020-04-07 17:36:32,上海,20k-40k,3-5年,全职,本科
6950328,python开发工程师(J10432),上海驻云信息科技有限公司,150-500人,移动互联网 企业服务,C轮,2020-04-07 17:36:08,上海,12k-16k,1-3年,全职,本科
6715741,Python数据工程师,深圳虾皮信息科技有限公司,2000人以上,电商,上市公司,2020-04-07 17:36:07,深圳,10k-20k,不限,全职,不限
2228202,python后台开发工程师,深圳市观麦网络科技有限公司,150-500人,电商 消费生活,A轮,2020-04-07 17:35:16,深圳,10k-18k,1-3年,全职,本科
6874419,数据开发专家（python）,上海上湖信息技术有限公司,2000人以上,金融,上市公司,2020-04-07 17:34:56,上海,20k-35k,5-10年,全职,本科
6767286,python开发工程师,杭州飞享数据技术有限公司,15-50人,移动互联网 数据服务,A轮,2020-04-07 17:34:18,杭州,13k-26k,3-5年,全职,本科
6727428,Python工程师,杭州览众数据科技有限公司,150-500人,人工智能 数据服务,B轮,2020-04-07 17:33:59,杭州,20k-35k,3-5年,全职,本科
6928793,Python,特赞（上海）信息科技有限公司,150-500人,移动互联网,B轮,2020-04-07 17:33:47,上海,20k-35k,3-5年,全职,本科
6537405,python开发工程师,云势天下（北京）软件有限公司,150-500人,企业服务,B轮,2020-04-07 17:44:55,北京,18k-25k,3-5年,全职,本科
5379934,技术总监（Python）,北京云杉智达科技有限公司,15-50人,移动互联网 企业服务,不需要融资,2020-04-07 17:39:00,北京,20k-40k,3-5年,全职,本科
6966166,数据开发专家Python/go,上海上湖信息技术有限公司,2000人以上,金融,上市公司,2020-04-07 17:34:56,上海,20k-40k,5-10年,全职,本科
5941834,Python开发工程师,特赞（上海）信息科技有限公司,150-500人,移动互联网,B轮,2020-04-07 17:33:45,上海,20k-30k,3-5年,全职,本科
5393604,资深Python研发工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:31:36,南京,25k-40k,3-5年,全职,本科
6948005,Python后端研发工程师,杭州艾耕科技有限公司,150-500人,移动互联网 数据服务,A轮,2020-04-07 17:31:32,杭州,15k-30k,3-5年,全职,本科
6079429,python开发工程师,深圳呗佬科技有限公司,15-50人,企业服务 人工智能,A轮,2020-04-07 17:30:34,深圳,20k-40k,3-5年,全职,本科
6929781,python,深圳市云间网络科技有限公司,50-150人,移动互联网 企业服务,不需要融资,2020-04-07 17:27:35,杭州,10k-13k,3-5年,全职,大专
6910729,python,深圳市橡树黑卡网络科技有限公司,500-2000人,消费生活,未融资,2020-04-07 17:27:07,深圳,13k-25k,3-5年,全职,本科
6853418,python后端工程师(J10588),有米科技股份有限公司,150-500人,广告营销,上市公司,2020-04-07 17:25:44,广州,10k-15k,1-3年,全职,本科
6979028,Python后端研发工程师,微梦创科网络科技（中国）有限公司,2000人以上,文娱丨内容,上市公司,2020-04-07 17:25:16,北京,20k-40k,1-3年,全职,不限
6625968,python开发（SS）,浙江网新恒天软件有限公司,2000人以上,软件开发,不需要融资,2020-04-07 17:24:07,杭州,9k-15k,1-3年,全职,本科
5726786,python后端,多抓鱼（北京）科技有限公司,15-50人,移动互联网,B轮,2020-04-07 17:23:07,北京,20k-35k,5-10年,全职,本科
6372641,Python 后台开发工程师,上海媒智科技有限公司,15-50人,移动互联网,不需要融资,2020-04-07 17:20:02,上海,15k-25k,3-5年,全职,本科
6830009,Python开发工程师,北京市商汤科技开发有限公司,2000人以上,人工智能,C轮,2020-04-07 17:19:49,上海,20k-35k,3-5年,全职,本科
4711299,Python开发工程师,杭州艾耕科技有限公司,150-500人,移动互联网 数据服务,A轮,2020-04-07 17:25:35,杭州,10k-20k,1-3年,全职,本科
4955947,高级Python开发工程师--抖音上海,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:20:38,上海,25k-50k,3-5年,全职,本科
6809497,高级python开发工程师,达而观信息科技（上海）有限公司,150-500人,人工智能,B轮,2020-04-07 17:19:19,上海,18k-25k,3-5年,全职,本科
6798160,Python后台开发工程师(J10561),岩心科技（深圳）有限公司,500-2000人,移动互联网 金融,D轮及以上,2020-04-07 17:17:45,深圳,15k-30k,3-5年,全职,本科
6904976,风控策略分析师-SH（python）,墨智科技（深圳）有限公司,15-50人,移动互联网 数据服务,A轮,2020-04-07 17:17:08,上海,10k-20k,1-3年,全职,不限
6924735,python后端开发（20届应届毕业生）,杭州青塔科技有限公司,50-150人,移动互联网 数据服务,A轮,2020-04-07 17:16:21,杭州,8k-9k,应届毕业生,全职,本科
6164568,python开发高级工程师,上海吸引子信息科技有限公司,15-50人,金融,不需要融资,2020-04-07 17:14:13,杭州,15k-25k,3-5年,全职,不限
3804005,Python 后端开发（北京）,上海倾听信息技术有限公司,150-500人,移动互联网,D轮及以上,2020-04-07 17:13:18,北京,18k-36k,1-3年,全职,本科
5024699,python后台开发工程师,深圳市悦动天下科技有限公司,150-500人,移动互联网 社交,C轮,2020-04-07 17:10:23,深圳,15k-25k,3-5年,全职,本科
6950221,深圳Python开发,深圳市云间网络科技有限公司,50-150人,移动互联网 企业服务,不需要融资,2020-04-07 17:09:20,深圳,8k-10k,1-3年,全职,本科
6728237,Python开发工程师 (MJ000734),浙江企朋网络技术股份有限公司,150-500人,移动互联网 电商,不需要融资,2020-04-07 17:09:05,成都,12k-20k,3-5年,全职,本科
6737842,高级python后端工程师（AI平台）,上海非夕机器人科技有限公司,150-500人,硬件 移动互联网,A轮,2020-04-07 17:07:39,上海,20k-30k,3-5年,全职,本科
4114706,Python开发实习生,上海数旦信息技术有限公司,15-50人,移动互联网 金融,A轮,2020-04-07 17:06:56,上海,5k-6k,应届毕业生,实习,本科
6851572,Python数据研发工程师,翼健（上海）信息科技有限公司,50-150人,医疗丨健康,B轮,2020-04-07 17:05:29,上海,12k-20k,3-5年,全职,本科
6748154,机器学习研发工程师（Python）,广州南天电脑系统有限公司,500-2000人,数据服务,上市公司,2020-04-07 17:03:42,广州,10k-18k,1-3年,全职,本科
5473956,python后端实习,杭州艾耕科技有限公司,150-500人,移动互联网 数据服务,A轮,2020-04-07 17:25:34,杭州,4k-6k,应届毕业生,实习,本科
6904999,风控策略分析师（SZ）-Python,墨智科技（深圳）有限公司,15-50人,移动互联网 数据服务,A轮,2020-04-07 17:17:08,深圳,10k-20k,1-3年,全职,本科
5920754,高级python工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:10:56,北京,30k-60k,3-5年,全职,本科
6960880,python,深圳市云间网络科技有限公司,50-150人,移动互联网 企业服务,不需要融资,2020-04-07 17:09:20,杭州,8k-13k,1-3年,全职,大专
6922271,运维开发工程师（java/Python）,广州南天电脑系统有限公司,500-2000人,数据服务,上市公司,2020-04-07 17:03:41,福州,6k-12k,1-3年,全职,本科
6949871,PHP/Python平台开发工程师,新浪网技术（中国）有限公司,2000人以上,文娱丨内容,上市公司,2020-04-07 17:03:32,北京,15k-30k,不限,全职,本科
4088383,Python开发工程师,上海宏路数据技术股份有限公司,150-500人,移动互联网,上市公司,2020-04-07 17:03:31,上海,7k-14k,不限,全职,不限
6154288,python视频后台工程师,北京影谱科技股份有限公司,50-150人,文娱丨内容 广告营销,上市公司,2020-04-07 17:02:46,北京,20k-30k,3-5年,全职,本科
6231316,高级Python研发工程师,北京升鑫网络科技有限公司,150-500人,数据服务,B轮,2020-04-07 17:02:42,北京,25k-45k,3-5年,全职,本科
6430112,Python开发工程师实习生,上海脉策数据科技有限公司,50-150人,数据服务 企业服务,A轮,2020-04-07 17:01:52,上海,3k-6k,应届毕业生,实习,本科
5743929,Python Web全栈研发实习生,深圳码隆科技有限公司,50-150人,移动互联网,B轮,2020-04-07 17:01:45,北京,4k-5k,应届毕业生,全职,本科
6727278,python开发工程师,网易（杭州）网络有限公司,2000人以上,电商,上市公司,2020-04-07 17:00:36,广州,15k-30k,不限,全职,本科
6038726,python,上海华钦信息科技股份有限公司,500-2000人,数据服务 金融,未融资,2020-04-07 17:00:14,上海,16k-25k,3-5年,全职,本科
4639065,Python开发工程师,江苏润和软件股份有限公司,2000人以上,移动互联网,上市公司,2020-04-07 16:59:31,西安,8k-15k,1-3年,全职,本科
6950437,python开发工程师,天聚地合（苏州）数据股份有限公司,50-150人,数据服务,C轮,2020-04-07 16:59:03,苏州,10k-20k,3-5年,全职,本科
4254613,Python开发实习生-短视频方向,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:08:05,上海,4k-8k,不限,实习,本科
5874290,python开发工程师,北京影谱科技股份有限公司,50-150人,文娱丨内容 广告营销,上市公司,2020-04-07 17:02:46,北京,15k-30k,3-5年,全职,本科
6279719,python开发工程师,上海脉策数据科技有限公司,50-150人,数据服务 企业服务,A轮,2020-04-07 17:01:52,上海,14k-18k,1-3年,全职,本科
6771564,Python开发工程师,陕西尚品信息科技有限公司,15-50人,其他 移动互联网,A轮,2020-04-07 16:56:26,西安,8k-10k,1-3年,全职,本科
6711737,客户端开发工程师（C++/Python）,广州智品移动技术有限公司,50-150人,移动互联网 电商,A轮,2020-04-07 16:54:34,广州,18k-25k,不限,全职,本科
6829280,python工程师,厦门众库科技有限公司,150-500人,数据服务 消费生活,未融资,2020-04-07 16:54:21,厦门,7k-12k,不限,全职,本科
6800450,Python开发工程师,上海斯干网络科技有限公司,150-500人,移动互联网 文娱丨内容,B轮,2020-04-07 16:51:14,上海,20k-40k,5-10年,全职,本科
6394378,Python爬虫工程师,深圳市菲凡数据科技有限公司,15-50人,电商 数据服务,不需要融资,2020-04-07 16:48:46,深圳,10k-20k,1-3年,全职,大专
6687181,Python开发实习生,深圳佑驾创新科技有限公司,150-500人,硬件 其他,A轮,2020-04-07 16:48:00,深圳,6k-10k,应届毕业生,全职,本科
4335142,Python开发工程师,圆通速递有限公司,2000人以上,物流丨运输,上市公司,2020-04-07 16:46:18,杭州,15k-30k,3-5年,全职,本科
6710783,python爬虫,杭州易搜车信息技术有限公司,15-50人,移动互联网,A轮,2020-04-07 16:44:41,杭州,15k-20k,1-3年,全职,大专
6822406,Python开发工程师,上海微创软件股份有限公司,2000人以上,企业服务 移动互联网,不需要融资,2020-04-07 16:44:04,上海,16k-28k,3-5年,全职,本科
6956543,软件工程师(Python),梅卡曼德（北京）机器人科技有限公司,150-500人,企业服务 硬件,B轮,2020-04-07 16:43:53,北京,20k-25k,1-3年,全职,本科
6267387,Python 后台开发工程师,上海媒智科技有限公司,15-50人,移动互联网,不需要融资,2020-04-07 16:43:05,上海,15k-25k,3-5年,全职,本科
2542788,Python,成都捷云智慧科技有限公司,15-50人,移动互联网,不需要融资,2020-04-07 16:42:14,成都,8k-12k,1-3年,全职,本科
5920752,python开发工程师,北京字节跳动科技有限公司,2000人以上,文娱丨内容,C轮,2020-04-07 17:06:45,北京,20k-35k,1-3年,全职,本科
6318880,高级python爬虫工程师,深圳市菲凡数据科技有限公司,15-50人,电商 数据服务,不需要融资,2020-04-07 16:48:46,深圳,15k-25k,3-5年,全职,本科
6884621,Python工程师,深圳佑驾创新科技有限公司,150-500人,硬件 其他,A轮,2020-04-07 16:47:59,深圳,15k-30k,1-3年,全职,大专
6972574,Python开发工程师,中国通信服务香港有限公司,50-150人,移动互联网,不需要融资,2020-04-07 16:42:01,北京,10k-20k,3-5年,全职,本科
6842642,Python高级开发工程师,上海答派体育文化发展有限公司,50-150人,移动互联网 游戏,不需要融资,2020-04-07 16:41:35,上海,16k-25k,3-5年,全职,本科
6922468,Python开发工程师,深圳平安综合金融服务有限公司,2000人以上,金融,上市公司,2020-04-07 16:31:44,上海,15k-30k,3-5年,全职,本科
6484575,python工程师（偏NLP方向）,杭州涂鸦信息技术有限公司,500-2000人,移动互联网 硬件,C轮,2020-04-07 16:29:37,杭州,15k-30k,3-5年,全职,本科
6287886,Python 服务端研发工程师,上海晨芽教育科技有限公司,50-150人,教育,天使轮,2020-04-07 16:29:34,上海,15k-25k,3-5年,全职,本科
6124622,Sr Python Engineer,励德爱思唯尔信息技术（北京）有限公司,500-2000人,不限,上市公司,2020-04-07 16:29:32,上海,20k-40k,5-10年,全职,本科
5973013,高级后端研发工程师(node/python),深圳市中联创新自控系统有限公司,150-500人,移动互联网,未融资,2020-04-07 16:27:35,深圳,18k-30k,3-5年,全职,本科
6072230,python开发工程师,北京势在必行网络科技有限公司,50-150人,移动互联网,不需要融资,2020-04-07 16:26:28,北京,25k-50k,5-10年,全职,本科
6872832,Python高级开发,北京宝兰德软件股份有限公司,150-500人,企业服务,上市公司,2020-04-07 16:25:10,长沙,15k-30k,5-10年,全职,大专
6905919,python开发（懂点安全）,北京金山办公软件股份有限公司,2000人以上,移动互联网,上市公司,2020-04-07 16:25:05,珠海,15k-25k,3-5年,全职,大专
6961757,python开发,申朴信息技术（上海）股份有限公司,150-500人,金融,未融资,2020-04-07 16:24:41,上海,17k-21k,5-10年,全职,本科
6988655,高级Python开发工程师,北京源堡科技有限公司,500-2000人,硬件,未融资,2020-04-07 16:22:12,北京,15k-30k,3-5年,全职,本科
6327021,Python开发工程师,杭州涂鸦信息技术有限公司,500-2000人,移动互联网 硬件,C轮,2020-04-07 16:29:36,杭州,20k-30k,3-5年,全职,本科
6824031,Senior Python,励德爱思唯尔信息技术（北京）有限公司,500-2000人,不限,上市公司,2020-04-07 16:29:32,上海,20k-30k,5-10年,全职,本科
6973919,python实习,北京势在必行网络科技有限公司,50-150人,移动互联网,不需要融资,2020-04-07 16:26:28,北京,6k-12k,应届毕业生,全职,不限
